task,level,cluster_id,universal_task_id
Fit interatomic potentials to ab initio reference data for use in molecular dynamics simulations.,subfield,U09.05,U09
Fit kinetic models to biodegradation or swelling data to determine rate constants and mechanisms.,subfield,U09.05,U09
Fit kinetic models to catalytic reaction data to determine turnover frequencies and activation energies.,subfield,U09.05,U09
Fit kinetic models to experimental data from biological treatment and degradation studies.,subfield,U09.05,U09
Fit kinetic models to experimental data from treatment processes to determine rate constants.,subfield,U09.05,U09
Fit kinetic models to phase transformation data from thermal analysis or dilatometry experiments.,subfield,U09.05,U09
Fit kinetic models to polymerization rate data to determine rate constants and activation energies.,subfield,U09.05,U09
Fit kinetic models to time-course reaction data to extract rate constants and reaction orders.,subfield,U09.05,U09
Fit kinetic models to time-resolved spectroscopic or single-molecule trajectory data.,subfield,U09.05,U09
Fit kinetic rate models to experimental conversion and selectivity data.,subfield,U09.05,U09
Fit learned control policies to observed robot behavior data using regression or neural network models.,subfield,U09.05,U09
"Fit light curves of transient events to infer explosion mechanisms, progenitor properties, or distances.",subfield,U09.05,U09
"Fit mathematical models to describe drying kinetics, thermal inactivation, or degradation reactions in foods.",subfield,U09.05,U09
Fit mathematical models to time-resolved data to extract rate and kinetic parameters,subfield,U09.05,U09
Fit measured spectra to theoretical lineshapes for extracting material optical properties.,subfield,U09.05,U09
Fit micromechanical models to experimental stress-strain data for determining constituent material parameters.,subfield,U09.05,U09
Fit mixed-effects models to account for clustering in multi-site or longitudinal health data.,subfield,U02.05,U02
Fit occupancy models to presence-absence data accounting for imperfect detection.,subfield,U09.05,U09
Fit optical dispersion models to ellipsometric or spectrophotometric data to extract film properties.,subfield,U09.05,U09
Fit parameters of dynamical models to observed trajectories using optimization or Bayesian inference.,subfield,U09.05,U09
Fit parametric and nonparametric probability distributions to empirical data.,subfield,U02.10,U02
Fit parametric appearance models to measured material reflectance and texture data.,subfield,U09.05,U09
Fit peak shapes and extract intensities from gamma-ray or particle spectra.,subfield,U09.05,U09
Fit peak shapes and extract spectral parameters from radiation detection data.,subfield,U09.05,U09
Fit pedotransfer functions to predict soil hydraulic properties from basic soil characteristics.,subfield,U09.05,U09
Fit performance models to empirical scaling data to predict system behavior at larger scales.,subfield,U09.05,U09
Fit plasma equilibrium reconstruction codes to magnetic and kinetic diagnostic data.,subfield,U09.05,U09
"Fit population or community models to estimate demographic parameters, species interactions, or ecosystem processes.",subfield,U09.05,U09
Fit predictive models of user performance such as Fitts' Law to empirical interaction data.,subfield,U09.05,U09
Fit quantitative models to electrophysiological recordings to estimate synaptic and membrane biophysical parameters,subfield,U09.05,U09
Fit regression models to experimental data relating process parameters to quality characteristics.,subfield,U02.02,U02
Fit regression models to observational human population data to estimate associations between ambient pollutant exposure and health outcomes.,subfield,U02.02,U02
Fit rheological models to frequency-dependent viscoelastic data to extract relaxation times and moduli.,subfield,U09.05,U09
Fit seismic velocity models to travel time data from earthquake or controlled source surveys.,subfield,U09.05,U09
Fit semiconductor device models to experimental current-voltage and capacitance data.,subfield,U09.05,U09
Fit signal and background models to invariant mass distributions to extract particle yields.,subfield,U09.05,U09
Fit species distribution models to occurrence data and environmental predictors.,subfield,U09.05,U09
Fit species distribution models to occurrence data with environmental predictors.,subfield,U09.05,U09
"Fit spectral energy distributions to determine physical properties of stars, galaxies, or other sources.",subfield,U09.05,U09
"Fit spectral lineshapes to extract transition frequencies, widths, and amplitudes.",subfield,U09.05,U09
Fit spectroscopic data to theoretical lineshape functions to extract molecular parameters.,subfield,U09.05,U09
Fit spectroscopic data to theoretical models to extract electronic and structural parameters.,subfield,U09.05,U09
Fit statistical channel models to measured propagation data for path loss and fading characterization.,subfield,U02.10,U02
Fit statistical downscaling models to relate large-scale climate patterns to local weather variables.,subfield,U02.02,U02
Fit statistical models to attribute observed climate changes to natural and anthropogenic forcing factors.,subfield,U02.03,U02
Fit statistical models to crash frequency data accounting for exposure and geometric variables.,subfield,U02.02,U02
Fit statistical models to distinguish between benign and malicious network behavior patterns.,subfield,U02.02,U02
Fit statistical models to empirical network traffic patterns and validate against theoretical distributions.,subfield,U02.10,U02
Fit statistical models to environmental time series data to detect trends in ecosystem degradation or recovery.,subfield,U02.06,U02
"Fit statistical models to software defect data, development effort, or system reliability measurements.",subfield,U02.02,U02
Fit statistical or machine-learning models relating observations to environmental predictors to predict values across space,subfield,U02.14,U02
Fit surrogate models or response surfaces to approximate complex objective functions in optimization problems.,subfield,U09.05,U09
Fit temperature-dependent resistivity data to theoretical models for electron-phonon or electron-electron scattering.,subfield,U09.05,U09
Fit transmission models to surveillance data to estimate reproduction numbers and other epidemic parameters.,subfield,U09.12,U09
Follow biosafety level protocols appropriate for handling infectious agents and select agents.,subfield,U16.04,U16
"Follow biosafety protocols when handling marine pathogens, toxins, or invasive species.",subfield,U16.04,U16
Formally describe and name new taxa with diagnoses and designated type specimens in accordance with nomenclatural codes.,subfield,U04.08,U04
Formulate a robot's spatial and resource constraints mathematically to configure its operation.,subfield,U09.02,U09
Formulate and characterize liquid reaction media such as ionic liquids or deep eutectic solvents for reaction and separation studies.,subfield,U01.15,U01
Formulate and evaluate methodological criteria for extending comparative reconstruction to domains where its validity is not established.,subfield,U13.01,U13
Formulate and implement numerical discretization and solution algorithms for governing equations in simulation codes to improve predictive accuracy and robustness,subfield,U09.08,U09
Formulate and symmetry-classify order parameters to characterize complex ordered phases.,subfield,U09.02,U09
Formulate aquafeed recipes specifying ingredient composition and inclusion levels for target aquaculture species.,subfield,U30.03,U30
Formulate boundary layer approximations to predict velocity and pressure distributions near surfaces.,subfield,U09.01,U09
Formulate computational models that incorporate uncertainty quantification to address research questions about system reliability.,subfield,U09.02,U09
Formulate conjectures about graph properties based on structural analysis and known theorems.,subfield,U12.04,U12
Formulate conjectures about prime distribution patterns based on heuristic arguments and computational evidence.,subfield,U12.04,U12
Formulate constitutive and continuum field equations that couple additional physical fields to fluid flow in complex or active fluids.,subfield,U09.02,U09
Formulate discretization schemes for partial differential equations based on conservation laws and boundary conditions.,subfield,U09.08,U09
Formulate dose-response hypotheses linking cumulative exposure to adverse health outcomes.,subfield,U12.02,U12
Formulate explicit evaluative criteria and apply them to adjudicate a contested classificatory or theoretical question.,subfield,U28.03,U28
"Formulate fishery management and conservation recommendations, such as size limits or harvest restrictions, based on assessment findings.",subfield,U30.05,U30
Formulate game-theoretic models of strategic interaction among supply chain actors to characterize equilibrium decisions.,subfield,U09.02,U09
Formulate geometric transformations and projection matrices for 3D scene representation.,subfield,U09.02,U09
Formulate hypotheses about airway inflammation pathways and their role in asthma or COPD exacerbations.,subfield,U12.02,U12
Formulate hypotheses about animal behavioral adaptations to environmental conditions.,subfield,U12.02,U12
"Formulate hypotheses about behavioral, metabolic, and environmental risk factors for chronic diseases such as cardiovascular disease, cancer, and diabetes.",subfield,U12.02,U12
Formulate hypotheses about biomechanical factors contributing to joint degeneration or injury risk.,subfield,U12.02,U12
Formulate hypotheses about carbon sequestration rates and biomass accumulation in agroforestry systems.,subfield,U12.02,U12
Formulate hypotheses about cellular responses to mechanical stimuli or biomaterial interactions.,subfield,U12.02,U12
"Formulate hypotheses about co-infection, syndemics, and the interplay of HIV, tuberculosis, and sexually transmitted infections.",subfield,U12.02,U12
Formulate hypotheses about critical periods in brain development and their vulnerability to environmental or genetic disruption.,subfield,U12.02,U12
Formulate hypotheses about developmental trajectories and their relationship to early-life exposures or interventions.,subfield,U12.02,U12
Formulate hypotheses about disease etiology based on histopathological patterns and molecular alterations.,subfield,U12.02,U12
Formulate hypotheses about disease transmission and dynamics using compartmental or mechanistic epidemic models.,subfield,U12.02,U12
"Formulate hypotheses about disparities in chronic disease incidence, survival, and outcomes across population subgroups.",subfield,U12.02,U12
Formulate hypotheses about drug-receptor interactions and downstream signaling pathways.,subfield,U12.02,U12
Formulate hypotheses about drug-target interactions and their effects on disease-relevant pathways.,subfield,U12.02,U12
Formulate hypotheses about enzyme catalytic mechanisms based on structural and kinetic data.,subfield,U12.02,U12
"Formulate hypotheses about factors affecting patient outcomes in time-critical conditions such as cardiac arrest, trauma, or sepsis.",subfield,U12.02,U12
Formulate hypotheses about factors influencing surgical outcomes and postoperative complications in companion and equine patients.,subfield,U12.02,U12
"Formulate hypotheses about fish growth rates, reproduction, or survival under varying environmental or dietary conditions.",subfield,U12.02,U12
Formulate hypotheses about gene regulatory networks based on computational analysis of expression data.,subfield,U12.02,U12
"Formulate hypotheses about genetic factors controlling crop yield, disease resistance, or stress tolerance traits.",subfield,U12.02,U12
Formulate hypotheses about genetic variants contributing to disease susceptibility or phenotypic variation.,subfield,U12.02,U12
"Formulate hypotheses about genetic, immunologic, or environmental factors contributing to inflammatory skin diseases.",subfield,U12.02,U12
Formulate hypotheses about gut-liver axis interactions in chronic liver disease pathogenesis.,subfield,U12.02,U12
"Formulate hypotheses about homeostatic regulatory mechanisms controlling physiological variables such as blood pressure, temperature, or glucose levels.",subfield,U12.02,U12
Formulate hypotheses about hormonal regulation of glucose metabolism and insulin resistance pathways.,subfield,U12.02,U12
Formulate hypotheses about host-pathogen interaction mechanisms and plant defense signaling pathways.,subfield,U12.02,U12
"Formulate hypotheses about how environmental stressors such as heat, cold, or crowding affect animal health, immune function, and disease susceptibility.",subfield,U12.02,U12
"Formulate hypotheses about how health-system structures and processes affect access, quality, and outcomes of care.",subfield,U12.02,U12
Formulate hypotheses about how specific micronutrients regulate metabolic pathways and chronic disease risk.,subfield,U12.02,U12
Formulate hypotheses about immune cell signaling pathways and their roles in host defense or disease pathogenesis.,subfield,U12.02,U12
Formulate hypotheses about lameness and performance-limiting conditions in equine athletes.,subfield,U12.02,U12
Formulate hypotheses about maternal dietary intake and its effects on pregnancy and birth outcomes.,subfield,U12.02,U12
Formulate hypotheses about maternal-fetal physiological interactions and their effects on pregnancy outcomes.,subfield,U12.02,U12
Formulate hypotheses about mechanisms of acute and chronic pain pathways to identify therapeutic targets.,subfield,U12.02,U12
Formulate hypotheses about mechanisms of acute kidney injury progression to chronic kidney disease.,subfield,U12.02,U12
Formulate hypotheses about mechanisms of drug-induced organ toxicity and cellular injury.,subfield,U12.02,U12
Formulate hypotheses about mechanisms of vision loss or hearing impairment based on anatomical and physiological evidence.,subfield,U12.02,U12
"Formulate hypotheses about microbial growth, survival, or inactivation kinetics in food matrices.",subfield,U12.02,U12
"Formulate hypotheses about microbial pathogenesis mechanisms, host-microbe interactions, or antimicrobial resistance pathways.",subfield,U12.02,U12
Formulate hypotheses about model behavior based on architectural design and training objectives.,subfield,U12.02,U12
"Formulate hypotheses about modifiable risk factors for chronic diseases such as diabetes, hypertension, and cardiovascular disease.",subfield,U12.02,U12
Formulate hypotheses about molecular signaling pathways underlying neuronal dysfunction or degeneration.,subfield,U12.02,U12
"Formulate hypotheses about natural selection, adaptation, or fitness trade-offs in populations.",subfield,U12.02,U12
Formulate hypotheses about neural circuit dysfunction underlying neurological or psychiatric disorders based on imaging biomarkers.,subfield,U12.02,U12
"Formulate hypotheses about neural circuit mechanisms underlying sensory processing, motor control, or homeostatic regulation.",subfield,U12.02,U12
Formulate hypotheses about neural coding mechanisms underlying sensory processing or motor control.,subfield,U12.02,U12
"Formulate hypotheses about neural mechanisms underlying cognitive processes such as memory, attention, or perception.",subfield,U12.02,U12
"Formulate hypotheses about neurobiological mechanisms underlying psychiatric disorders such as depression, schizophrenia, or bipolar disorder.",subfield,U12.02,U12
"Formulate hypotheses about neurodegeneration pathways in conditions such as Alzheimer's disease, Parkinson's disease, or amyotrophic lateral sclerosis.",subfield,U12.02,U12
Formulate hypotheses about neurological disease pathophysiology based on clinical observations and neuroimaging findings.,subfield,U12.02,U12
"Formulate hypotheses about nursing interventions and their effects on patient outcomes such as falls, infections, or pressure injuries.",subfield,U12.02,U12
"Formulate hypotheses about nutritional interventions and their effects on animal growth, reproduction, or health outcomes.",subfield,U12.02,U12
"Formulate hypotheses about oncogenic signaling pathways and their roles in tumor initiation, progression, or metastasis.",subfield,U12.02,U12
Formulate hypotheses about pathogen transmission dynamics and the maintenance of infection within animal populations.,subfield,U12.02,U12
"Formulate hypotheses about pathogen transmission dynamics, virulence factors, or host-pathogen interactions.",subfield,U12.02,U12
"Formulate hypotheses about pathophysiological mechanisms underlying cardiac arrhythmias, heart failure, or coronary artery disease.",subfield,U12.02,U12
Formulate hypotheses about perioperative risk factors and their impact on surgical complications.,subfield,U12.02,U12
"Formulate hypotheses about pest population dynamics, resistance mechanisms, or host-pest interactions.",subfield,U12.02,U12
Formulate hypotheses about phylogenetic relationships among taxa based on morphological or molecular evidence.,subfield,U12.02,U12
"Formulate hypotheses about physiological adaptations of marine organisms to environmental stressors such as salinity, temperature, or pressure.",subfield,U12.02,U12
"Formulate hypotheses about plant growth responses to environmental factors such as light, temperature, and nutrient availability.",subfield,U12.02,U12
"Formulate hypotheses about plant physiological responses to environmental stressors such as drought, temperature, or nutrient availability.",subfield,U12.02,U12
Formulate hypotheses about population dietary patterns and their association with diet-related chronic disease.,subfield,U12.02,U12
"Formulate hypotheses about risk factors for adverse pregnancy, birth, and perinatal outcomes.",subfield,U12.02,U12
Formulate hypotheses about signaling pathways that regulate stem cell self-renewal and differentiation.,subfield,U12.02,U12
"Formulate hypotheses about social, economic, and structural determinants of health disparities within and across populations.",subfield,U12.02,U12
"Formulate hypotheses about software quality, performance, or developer productivity based on theoretical frameworks.",subfield,U12.02,U12
"Formulate hypotheses about soil nutrient cycling, carbon sequestration, or microbial community dynamics.",subfield,U12.02,U12
"Formulate hypotheses about species interactions, community dynamics, or ecosystem processes based on ecological theory.",subfield,U12.02,U12
Formulate hypotheses about the diagnostic accuracy of imaging biomarkers for detecting or staging disease.,subfield,U12.02,U12
"Formulate hypotheses about the effects of agricultural policies on farm productivity, land use, or food security outcomes.",subfield,U12.02,U12
"Formulate hypotheses about the health effects of environmental exposures such as air pollution, water contaminants, and hazardous chemicals.",subfield,U12.02,U12
"Formulate hypotheses about the physiological regulation of appetite, satiety, and energy balance in obesity.",subfield,U12.02,U12
Formulate hypotheses about the relationship between oral microbiome composition and periodontal disease progression.,subfield,U12.02,U12
"Formulate hypotheses about transmission dynamics, routes of spread, and drivers of infectious disease incidence in populations.",subfield,U12.02,U12
Formulate hypotheses about tree-soil-water interactions and nutrient cycling in forest ecosystems.,subfield,U12.02,U12
Formulate hypotheses about tumor molecular pathways and their roles in cancer progression or treatment resistance.,subfield,U12.02,U12
"Formulate hypotheses about viral replication mechanisms, host-pathogen interactions, or microbial pathogenesis.",subfield,U12.02,U12
Formulate hypotheses linking specific neurotransmitter systems to behavioral phenotypes or cognitive functions.,subfield,U12.02,U12
Formulate hypotheses on the relationship between metabolic disorders and kidney stone formation.,subfield,U12.02,U12
Formulate loss functions and optimization objectives for training visual recognition models.,subfield,U09.02,U09
Formulate management recommendations for fisheries or aquaculture water bodies based on analysis of environmental and operational constraints.,subfield,U30.05,U30
Formulate mathematical models from governing equations to predict system behavior.,subfield,U09.02,U09
Formulate mathematical models of operational decision problems to examine their solution behavior,subfield,U09.02,U09
Formulate mathematical models of system behavior to predict software or hardware performance under varying conditions.,subfield,U09.02,U09
Formulate mathematical objectives and loss functions that encode desired model behavior.,subfield,U09.02,U09
"Formulate models of scientific careers, productivity, and the aging and obsolescence of knowledge over time.",subfield,U09.02,U09
"Formulate motion planning constraints based on robot geometry, joint limits, and workspace boundaries.",subfield,U09.02,U09
Formulate multi-component monomer or resin mixtures with fillers and additives to prepare homogeneous precursor formulations.,subfield,U30.03,U30
Formulate objectives quantifying expected information gain or search cost to guide robot exploration under uncertainty.,subfield,U09.02,U09
"Formulate procedural or statistical generative models that synthesize geometry, texture, or trajectory data matching measured statistics.",subfield,U09.02,U09
Formulate quantitative descriptors and order parameters from computed structural and energetic data to characterize and compare materials.,subfield,U09.02,U09
Formulate quantitative indices from measurable response quantities to represent system health or damage state,subfield,U09.02,U09
Formulate query optimization strategies based on cost models and database statistics.,subfield,U30.01,U30
Formulate questions about open access and alternative publishing models and their effects on citation impact and readership.,subfield,U13.01,U13
"Formulate questions about the effectiveness of preventive interventions such as vaccination programs, parasite control, and biosecurity in reducing disease burden.",subfield,U12.02,U12
"Formulate questions about the pharmacokinetics, efficacy, and safety of anesthetic and analgesic agents across animal species.",subfield,U12.02,U12
"Formulate questions about virulence factors, immune evasion, and host immune responses to animal pathogens.",subfield,U12.02,U12
Formulate real-world decision problems as mathematical optimization models with objective functions and constraints.,subfield,U09.02,U09
"Formulate research questions about variation in quality and utilization of care across providers, regions, and systems.",subfield,U12.02,U12
Formulate research questions grounded in economic theory to guide model specification and variable selection.,subfield,U12.01,U12
"Formulate research questions on reproductive health, family planning, and access to maternal care services.",subfield,U12.02,U12
"Formulate research questions on the health effects of migration, conflict, and global-security threats on populations.",subfield,U12.02,U12
Formulate research questions using Bayesian decision-theoretic frameworks to quantify risks and expected utilities.,subfield,U12.01,U12
Formulate research questions using game-theoretic frameworks to analyze strategic interactions among economic agents.,subfield,U12.01,U12
Formulate stochastic models to characterize random phenomena in applied contexts.,subfield,U09.02,U09
"Formulate threat models specifying adversary capabilities, attack surfaces, and security objectives.",subfield,U09.02,U09
Fractionate soil by sieving and dispersion to separate aggregate size classes and organic matter pools.,subfield,U04.12,U04
Frame historical philosophical problems in relation to contemporary scholarly debates about their meaning and significance.,subfield,U13.01,U13
Frame hypotheses in terms of prior distributions and updating mechanisms to reflect existing theoretical knowledge.,subfield,U12.01,U12
"Frame implementation-science questions using established frameworks to study adoption, fidelity, and sustainability.",subfield,U12.01,U12
Frame research questions around causal inference frameworks to estimate treatment effects in health outcomes.,subfield,U12.01,U12
Frame research questions around equity of access and the digital divide across diverse patron populations.,subfield,U12.01,U12
"Frame research questions around long-run economic change using theories of technological diffusion, factor endowments, or path dependence.",subfield,U12.01,U12
Frame research questions around multivariate relationships and latent constructs underlying observed variables.,subfield,U12.02,U12
"Frame research questions around total survey error components including coverage, sampling, nonresponse, and measurement error.",subfield,U12.01,U12
Frame research questions using causal inference frameworks such as potential outcomes and counterfactual reasoning to define target estimands.,subfield,U12.01,U12
Frame research questions using citation theory and normative or social-constructivist accounts of why scholars cite.,subfield,U12.01,U12
"Frame research questions using concepts of market construction, legitimacy, and institutional logics.",subfield,U12.01,U12
Frame research questions using functionalist or culturalist approaches to compare legal systems.,subfield,U12.01,U12
Frame research questions using health-equity frameworks that center marginalized and underserved populations.,subfield,U12.01,U12
Frame research questions using liability of foreignness or cultural distance frameworks to explain cross-border business performance.,subfield,U12.01,U12
"Frame research questions using models of state formation, trade networks, or social organization in ancient societies.",subfield,U12.01,U12
Frame research questions using optimal taxation theory to evaluate trade-offs between redistribution and economic efficiency.,subfield,U12.01,U12
Frame research questions using resource-based view or dynamic capabilities theories to analyze firm-level innovation.,subfield,U12.01,U12
"Frame research questions using theories of human-environment interaction, migration, or social complexity.",subfield,U12.01,U12
"Frame research questions within established metaphysical debates concerning existence, causation, or the nature of reality.",subfield,U12.01,U12
"Frame research questions within historiographical debates about periodization, influence, and cultural transmission.",subfield,U12.01,U12
"Functionalize nanoparticle surfaces with ligands, polymers, or biomolecules for targeted applications.",subfield,U01.15,U01
"Functionalize nanoparticle surfaces with ligands, polymers, or biomolecules to modify stability and reactivity.",subfield,U01.15,U01
"Gather biographical, historical, and cultural materials that contextualize literary works and their production.",subfield,U01.03,U01
Gather contextual data from mobile sensors during field studies of technology use.,subfield,U01.02,U01
Gather conversational or discourse data through recordings of natural language interactions.,subfield,U01.08,U01
"Gather documentation from truth commissions, special rapporteurs, and fact-finding missions for legal analysis.",subfield,U01.03,U01
"Gather ethnographic data from museum collections, photographs, or historical documents to supplement fieldwork.",subfield,U01.03,U01
Gather evidence about a phenomenon in its broader real-world context to explain observed outcomes.,subfield,U01.99,U01
"Gather field observations of geomorphic features, flood marks, or structural damage following hazard events.",subfield,U01.12,U01
Gather human judgments and annotations for supervised learning and evaluation benchmarks.,subfield,U01.22,U01
"Gather naval logs, admiralty records, and maritime intelligence reports from governmental and institutional archives.",subfield,U01.03,U01
Gather oral histories from community members about place-based memories and cultural change over time.,subfield,U01.07,U01
"Gather oral histories from theater artists, technicians, and audience members to preserve performance knowledge.",subfield,U01.07,U01
Gather positioning accuracy data from GNSS receivers and localization systems in diverse operational environments.,subfield,U01.18,U01
"Gather primary data through observation of security institutions, military exercises, or post-conflict reconstruction efforts.",subfield,U01.08,U01
"Gather published primary sources such as newspapers, periodicals, memoirs, and literary texts from historical periods.",subfield,U01.03,U01
"Gather unpublished manuscripts, correspondence, and personal papers of American authors from institutional archives for textual analysis.",subfield,U01.03,U01
Gather user interaction data through instrumented retrieval interfaces.,subfield,U01.02,U01
Gather user-generated content from social media platforms or online communities for discourse analysis.,subfield,U01.02,U01
Gather vehicle trajectory data using video-based tracking systems and computer vision algorithms.,subfield,U01.13,U01
"Gather visual and material sources including photographs, films, posters, and artifacts from modern historical contexts.",subfield,U01.03,U01
"Gather visual documentation from institutional image databases, digital archives, or photographic repositories.",subfield,U01.03,U01
Generate DNA barcode sequences for species identification and delimitation purposes.,subfield,U01.19,U01
Generate PCR-based fingerprint profiles of microbial communities or isolates using gel electrophoretic separation.,subfield,U01.19,U01
Generate amplicon sequencing data targeting taxonomic marker genes for microbial community profiling.,subfield,U01.19,U01
Generate and analyze random graphs or discrete structures to test probabilistic conjectures.,subfield,U09.03,U09
Generate and compare DNA fingerprint profiles to assess relatedness among microbial isolates or communities.,subfield,U01.19,U01
Generate and validate transgenic or knockout animal models for studying gene function in the nervous system.,subfield,U01.20,U01
Generate candidate atomic configurations and structural models to define the input space for computational studies.,subfield,U09.04,U09
"Generate cell lines heterologously expressing receptors, channels, or other proteins for functional characterization.",subfield,U01.20,U01
Generate computational meshes and grids appropriate for the geometry and physics of simulation domains.,subfield,U09.08,U09
Generate digital elevation models from LiDAR point clouds or stereo imagery pairs.,subfield,U04.10,U04
Generate environmental DNA sequences from water samples to assess marine biodiversity and species presence.,subfield,U01.19,U01
Generate experimental data in model systems to characterize biomolecules or gene function,subfield,U01.19,U01
Generate gene expression profiles from diseased and normal tissue specimens.,subfield,U01.19,U01
Generate genetically modified animal lines and characterize their phenotypes to test the causal role of candidate genes,subfield,U01.20,U01
Generate hematopoietic chimeric or humanized animals by transplanting donor hematopoietic cells into conditioned recipients.,subfield,U01.20,U01
Generate hypotheses about determinants of injury occurrence and the effectiveness of injury-prevention strategies.,subfield,U12.02,U12
"Generate hypotheses about early-life exposures and their effects on child growth, development, and health.",subfield,U12.02,U12
Generate hypotheses about evolutionary relationships among species or gene families through phylogenetic analysis.,subfield,U12.02,U12
Generate hypotheses about factors affecting renal transplant outcomes and graft survival.,subfield,U12.02,U12
Generate hypotheses about folate and B-vitamin intake in relation to homocysteine metabolism and disease outcomes.,subfield,U12.02,U12
Generate hypotheses about herd- and flock-level risk factors for production-limiting and metabolic diseases.,subfield,U12.02,U12
Generate hypotheses about how cultural and social factors shape food choices and eating behaviors.,subfield,U12.02,U12
Generate hypotheses about infant and complementary feeding practices and early growth and development.,subfield,U12.02,U12
Generate hypotheses about medication adherence factors and their impact on clinical outcomes.,subfield,U12.02,U12
Generate hypotheses about pharmacological and surgical treatments for obesity and their metabolic effects.,subfield,U12.02,U12
"Generate hypotheses about psychosocial workplace factors contributing to burnout, stress, and mental health outcomes.",subfield,U12.02,U12
Generate hypotheses about risk factors for acute respiratory distress syndrome progression and resolution.,subfield,U12.02,U12
"Generate hypotheses about risk factors for dental caries, tooth loss, or oral cancer development.",subfield,U12.02,U12
Generate hypotheses about risk factors for gynecologic malignancies and their progression.,subfield,U12.02,U12
"Generate hypotheses about species interactions, population dynamics, or ecosystem processes based on ecological theory.",subfield,U12.02,U12
Generate hypotheses about the effects of health policies and reforms on service delivery and population health.,subfield,U12.02,U12
Generate hypotheses about the efficacy of pharmacological or interventional therapies for cardiovascular conditions.,subfield,U12.02,U12
Generate hypotheses about the efficacy of pharmacological or psychotherapeutic interventions for psychiatric symptoms.,subfield,U12.02,U12
Generate hypotheses about the evolutionary origins and functions of behavioral traits.,subfield,U12.02,U12
Generate hypotheses about the health impacts of global-health interventions in low- and middle-income settings.,subfield,U12.02,U12
Generate hypotheses about the neurobiological substrates of motor learning and adaptation.,subfield,U12.02,U12
"Generate hypotheses about the population-level impact of interventions such as vaccination, screening, or contact tracing on disease burden.",subfield,U12.02,U12
Generate hypotheses about thyroid hormone effects on metabolic rate and body composition.,subfield,U12.02,U12
"Generate hypotheses about tumor biology, treatment response, and prognostic factors in veterinary oncology patients.",subfield,U12.02,U12
Generate hypotheses about vaccine efficacy and correlates of protection against infectious diseases in target animal species.,subfield,U12.02,U12
"Generate hypotheses about vaccine efficacy, immunogenicity, or correlates of protection against infectious agents.",subfield,U12.02,U12
Generate large-scale simulated datasets for background estimation and signal optimization studies.,subfield,U09.03,U09
Generate machine tool and robot motion programs from digital models for execution on production equipment.,subfield,U30.02,U30
Generate mass spectrometry data for protein identification and quantification.,subfield,U01.19,U01
Generate matched comparative data to evaluate congruence among alternative results or characters.,subfield,U01.99,U01
Generate microbiome sequencing data from gastrointestinal or reproductive tract samples.,subfield,U01.19,U01
Generate new evidence by designing experiments or pooling material from prior studies to test explanations,subfield,U01.99,U01
Generate or acquire DNA barcoding data for tree species identification and population genetics studies.,subfield,U01.19,U01
Generate or acquire environmental DNA sequences for species detection or community characterization.,subfield,U01.19,U01
Generate or acquire genomic and transcriptomic data to assess genetic diversity or disease resistance in aquatic populations.,subfield,U01.19,U01
"Generate or acquire genomic data for marker-assisted selection, QTL mapping, or genome-wide association studies.",subfield,U01.19,U01
Generate or acquire genomic data to characterize pest populations or detect resistance alleles.,subfield,U01.19,U01
Generate or analyze RNA sequencing data to identify differentially expressed genes in tumor versus normal tissue.,subfield,U01.19,U01
"Generate or obtain transcriptomic data to analyze gene expression patterns related to plant development, stress responses, or fruit ripening.",subfield,U01.19,U01
Generate photographic and microscopic imagery of fossil specimens to document morphological features.,subfield,U01.17,U01
Generate phylogenetic hypotheses from morphological character matrices to predict evolutionary relationships among fossil taxa.,subfield,U12.02,U12
Generate polyclonal or monoclonal antibodies against target antigens for use as research reagents,subfield,U01.20,U01
Generate scanning electron microscopy images to document fine morphological structures for species descriptions.,subfield,U01.17,U01
Generate sequence data from multiple individuals or species for population genetic or phylogenetic analysis.,subfield,U01.19,U01
Generate simulated imaging datasets with known ground truth to validate image-analysis algorithms.,subfield,U09.09,U09
Generate single-cell RNA sequencing data from sorted immune cell populations to characterize transcriptional heterogeneity.,subfield,U01.19,U01
Generate single-cell RNA sequencing data to characterize heterogeneity in stem cell populations.,subfield,U01.19,U01
Generate spatial layouts of abstract graph or relational data by optimizing embedding objectives.,subfield,U27.01,U27
Generate species distribution predictions from habitat suitability models and climate projections.,subfield,U09.10,U09
"Generate structured light fields with tailored phase, amplitude, or polarization using holographic modulation elements.",subfield,U07.10,U07
Generate synthetic datasets with prescribed known truth to benchmark the accuracy of estimation and retrieval methods.,subfield,U09.09,U09
Generate synthetic random samples to evaluate estimator performance under controlled conditions.,subfield,U09.09,U09
Generate synthetic training data through simulation or augmentation techniques.,subfield,U09.06,U09
Generate three-dimensional geological models from subsurface and surface data.,subfield,U09.05,U09
Generate three-dimensional organoid or spheroid cultures from stem cells for functional studies.,subfield,U01.20,U01
Generate transcriptomic data from infected plant tissues to characterize host defense responses.,subfield,U01.19,U01
Generate transcriptomic data from tissues or cells to identify gene expression changes underlying physiological responses.,subfield,U01.19,U01
Generate transcriptomic data to assess gene expression changes in response to experimental treatments.,subfield,U01.19,U01
Generate transcriptomic data to identify genes altered by drug treatment or toxic exposure.,subfield,U01.19,U01
Generate transcriptomic or proteomic data to identify drug response biomarkers and off-target effects.,subfield,U01.19,U01
Generate weather forecasts by applying numerical weather prediction models to current atmospheric conditions.,subfield,U09.03,U09
