field,subfield,task,n_papers,n_involved,prevalence
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Apply fluctuation-dissipation relations to predict system response to perturbations.,100,10,0.1
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Calculate equilibrium properties of physical systems using statistical mechanical ensembles.,100,43,0.43
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Compute entropy and entropy production for systems approaching or away from equilibrium.,100,17,0.17
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Compute free energy differences using thermodynamic integration or perturbation methods.,100,2,0.02
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Derive phase transition behavior from free energy landscapes and order parameters.,100,20,0.2
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Derive thermodynamic equations of state from partition functions using ensemble theory.,100,17,0.17
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Design calorimetry experiments to measure heat capacities and phase transition temperatures.,100,0,0.0
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Extract critical exponents and scaling parameters from experimental or simulation data.,100,37,0.37
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Fit equations of state and thermodynamic models to experimental phase behavior data.,100,6,0.06
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Implement stochastic dynamics simulations to model nonequilibrium processes.,100,21,0.21
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Perform molecular dynamics simulations to study thermodynamic and transport properties.,100,3,0.03
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Propagate thermal fluctuations and measurement uncertainties through thermodynamic calculations.,100,6,0.06
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Run Monte Carlo simulations to sample equilibrium configurations of statistical mechanical systems.,100,22,0.22
Physics & Astronomy,Statistical Mechanics & Thermodynamics,Simulate phase transitions and critical phenomena using lattice models.,100,17,0.17
Biomedical Sciences,Stem Cell & Regenerative Medicine,Acquire immunofluorescence images to assess expression of pluripotency or lineage-specific markers.,100,60,0.6
Biomedical Sciences,Stem Cell & Regenerative Medicine,Analyze flow cytometry data to assess cell surface marker profiles across experimental conditions.,100,37,0.37
Biomedical Sciences,Stem Cell & Regenerative Medicine,"Derive and bank stem cell lines from embryonic, adult, or induced pluripotent sources.",100,27,0.27
Biomedical Sciences,Stem Cell & Regenerative Medicine,"Design differentiation protocols with appropriate growth factors, small molecules, and temporal controls.",100,54,0.54
Biomedical Sciences,Stem Cell & Regenerative Medicine,Develop hypotheses about transcription factor networks controlling cell fate decisions during development.,100,17,0.17
Biomedical Sciences,Stem Cell & Regenerative Medicine,Formulate hypotheses about signaling pathways that regulate stem cell self-renewal and differentiation.,100,42,0.42
Biomedical Sciences,Stem Cell & Regenerative Medicine,Generate single-cell RNA sequencing data to characterize heterogeneity in stem cell populations.,100,1,0.01
Biomedical Sciences,Stem Cell & Regenerative Medicine,Generate three-dimensional organoid or spheroid cultures from stem cells for functional studies.,100,25,0.25
Biomedical Sciences,Stem Cell & Regenerative Medicine,Isolate and expand primary cells from patient-derived tissues for disease modeling or therapeutic applications.,100,30,0.3
Biomedical Sciences,Stem Cell & Regenerative Medicine,Obtain IACUC approval for transplantation studies assessing engraftment and functional integration of stem cell-derived cells.,100,26,0.26
Biomedical Sciences,Stem Cell & Regenerative Medicine,Perform chromatin accessibility or epigenetic profiling to assess differentiation states.,100,10,0.1
Biomedical Sciences,Stem Cell & Regenerative Medicine,"Perform live-cell imaging to track stem cell division, migration, or morphological changes over time.",100,7,0.07
Biomedical Sciences,Stem Cell & Regenerative Medicine,Plan experiments comparing reprogramming efficiency across different cell sources and induction methods.,100,5,0.05
Biomedical Sciences,Stem Cell & Regenerative Medicine,Process transcriptomic data from differentiated cell populations to identify lineage-specific gene expression signatures.,100,26,0.26
Biomedical Sciences,Stem Cell & Regenerative Medicine,Quantify differentiation efficiency by comparing marker expression between treated and control cultures.,100,67,0.67
Education,STEM Education,"Access national datasets on STEM degree completion, workforce outcomes, or educational pathways for longitudinal research.",100,0,0.0
Education,STEM Education,"Acquire institutional data on student enrollment, grades, and retention in STEM courses for secondary analysis.",100,11,0.11
Education,STEM Education,Address self-selection bias when students choose between different course sections or instructional formats in STEM programs.,100,4,0.04
Education,STEM Education,Administer concept inventories or diagnostic assessments to measure student conceptual understanding in STEM subjects.,100,24,0.24
Education,STEM Education,Analyze interview transcripts to identify themes in student experiences with STEM curricula or pedagogical approaches.,100,28,0.28
Education,STEM Education,Apply learning theories such as constructivism or cognitive load theory when framing research questions about student understanding in STEM disciplines.,100,16,0.16
Education,STEM Education,Assess the generalizability of findings across student populations with varying prior knowledge and demographic backgrounds in STEM courses.,100,4,0.04
Education,STEM Education,Code and categorize student written explanations or problem solutions to identify patterns in scientific or mathematical reasoning.,100,24,0.24
Education,STEM Education,Code classroom observation data to characterize the nature and frequency of active learning strategies in STEM instruction.,100,9,0.09
Education,STEM Education,Collect primary data through classroom observations of STEM teaching practices using structured observation protocols.,100,16,0.16
Education,STEM Education,Conduct think-aloud interviews to capture student reasoning during STEM problem-solving tasks.,100,8,0.08
Education,STEM Education,Control for prior academic preparation and course-taking patterns when comparing outcomes across instructional interventions.,100,13,0.13
Education,STEM Education,Coordinate with STEM departments and instructors to recruit student participants and access classroom settings for data collection.,100,70,0.7
Education,STEM Education,"Create instruments to measure STEM identity, sense of belonging, or career intentions among students from diverse backgrounds.",100,2,0.02
Education,STEM Education,Design interview protocols to explore student reasoning processes and problem-solving strategies in STEM content areas.,100,17,0.17
Education,STEM Education,"Design surveys to measure student attitudes toward science or mathematics, self-efficacy, or motivation in STEM learning environments.",100,13,0.13
Education,STEM Education,Develop focus group guides to investigate instructor experiences implementing evidence-based teaching practices in STEM classrooms.,100,2,0.02
Education,STEM Education,Develop questionnaires to assess student perceptions of instructional practices or classroom climate in STEM courses.,100,8,0.08
Education,STEM Education,Draw on conceptual change frameworks to investigate how students develop or revise scientific and mathematical reasoning.,100,16,0.16
Education,STEM Education,"Evaluate whether instructional interventions will transfer across different STEM disciplines, course levels, or institutional contexts.",100,0,0.0
Education,STEM Education,"Obtain IRB approval for classroom-based research involving student performance data, surveys, or observations of instruction.",100,54,0.54
Education,STEM Education,Partner with institutional research offices to obtain student records and ensure compliance with data use agreements.,100,8,0.08
Business & Management,Strategic Management,"Account for self-selection in strategic choices such as diversification, internationalization, or alliance formation.",100,3,0.03
Business & Management,Strategic Management,"Address endogeneity concerns in strategy-performance relationships using instrumental variables, fixed effects, or matching methods.",100,8,0.08
Business & Management,Strategic Management,Analyze case study evidence to develop or refine theoretical propositions about firm strategy and performance.,100,22,0.22
Business & Management,Strategic Management,"Apply resource-based view, institutional theory, or agency theory to frame hypotheses about firm-level competitive advantage.",100,26,0.26
Business & Management,Strategic Management,"Assess whether strategic management findings generalize across industries, firm sizes, or national institutional contexts.",100,19,0.19
Business & Management,Strategic Management,Clean and standardize firm identifiers to merge data across multiple corporate databases.,100,9,0.09
Business & Management,Strategic Management,"Code qualitative data from executive interviews to identify strategic themes, decision rationales, or organizational practices.",100,16,0.16
Business & Management,Strategic Management,"Collect primary data through executive surveys or interviews about strategic initiatives, governance practices, or competitive actions.",100,34,0.34
Business & Management,Strategic Management,"Control for industry effects, firm heterogeneity, and time trends when analyzing determinants of firm outcomes.",100,11,0.11
Business & Management,Strategic Management,Coordinate with executives or corporate contacts to recruit senior managers as research participants.,100,28,0.28
Business & Management,Strategic Management,Design semi-structured interview protocols to explore strategic decision-making processes among top management teams.,100,17,0.17
Business & Management,Strategic Management,"Design survey instruments to measure strategic constructs such as competitive positioning, dynamic capabilities, or organizational ambidexterity.",100,17,0.17
Business & Management,Strategic Management,"Develop case study protocols to investigate firm strategies, governance structures, or competitive dynamics in depth.",100,17,0.17
Business & Management,Strategic Management,Develop questionnaires targeting executives or managers to capture strategic decision processes and firm-level practices.,100,16,0.16
Business & Management,Strategic Management,Evaluate boundary conditions for theoretical predictions across different competitive environments or ownership structures.,100,11,0.11
Business & Management,Strategic Management,Integrate upper echelons theory or behavioral strategy perspectives when examining executive decision-making and firm outcomes.,100,2,0.02
Business & Management,Strategic Management,Negotiate data access agreements with corporations or industry associations to obtain proprietary firm-level information.,100,16,0.16
Business & Management,Strategic Management,"Obtain IRB approval for research involving interviews or surveys with executives, board members, or employees.",100,9,0.09
Business & Management,Strategic Management,"Process and code textual data from earnings calls, annual reports, or press releases to construct strategic variables.",100,8,0.08
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Acquire preoperative and postoperative imaging data to assess surgical planning and outcomes.,99,40,0.40404
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Analyze postoperative survival and recurrence-free intervals following surgical interventions.,99,22,0.222222
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Apply risk adjustment methods to compare surgical outcomes across different patient populations or institutions.,99,6,0.060606
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Coordinate with operating room staff and surgical departments for intraoperative data collection.,99,33,0.333333
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Design comparative effectiveness studies evaluating minimally invasive versus open surgical approaches.,99,5,0.050505
Medicine & Clinical Sciences,Surgery & Surgical Specialties,"Design prospective surgical trials with appropriate endpoints such as operative time, length of stay, and complication rates.",99,17,0.171717
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Develop research questions comparing surgical techniques or approaches for specific clinical conditions.,99,23,0.232323
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Establish multi-center collaborations for surgical trials requiring adequate patient volume.,99,11,0.111111
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Establish standardized outcome measures for surgical quality assessment across study sites.,99,12,0.121212
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Estimate effects of surgical interventions while adjusting for patient comorbidities and disease severity.,99,16,0.161616
Medicine & Clinical Sciences,Surgery & Surgical Specialties,"Evaluate time-to-event outcomes such as graft survival, wound healing, or return to function after surgery.",99,15,0.151515
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Formulate hypotheses about perioperative risk factors and their impact on surgical complications.,99,21,0.212121
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Harmonize operative coding systems to enable comparison of surgical data across institutions.,99,6,0.060606
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Navigate IRB requirements for studies involving surgical video recording and analysis.,99,2,0.020202
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Obtain informed consent for collection and use of intraoperative tissue specimens in research.,99,6,0.060606
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Recruit surgical patients preoperatively and coordinate specimen collection during procedures.,99,14,0.141414
Medicine & Clinical Sciences,Surgery & Surgical Specialties,Standardize surgical procedure classifications and complication definitions across multi-institutional datasets.,99,15,0.151515
Statistics,Survey Methodology,Access and harmonize survey data from cross-national or longitudinal survey programs for secondary analysis.,100,8,0.08
Statistics,Survey Methodology,Administer surveys across multiple modes while monitoring data quality indicators during fieldwork.,100,33,0.33
Statistics,Survey Methodology,Apply theories of respondent cognition and behavior to explain measurement error sources in survey responses.,100,20,0.2
Statistics,Survey Methodology,Apply weighting adjustments to correct for unequal selection probabilities and differential nonresponse.,100,13,0.13
Statistics,Survey Methodology,Assess the generalizability of survey estimates across varying sampling frames and recruitment strategies.,100,7,0.07
Statistics,Survey Methodology,Calculate design-based variance estimates that account for complex sampling features including stratification and clustering.,100,8,0.08
Statistics,Survey Methodology,"Construct questionnaires with attention to question wording, order effects, and response scale design to minimize measurement error.",100,38,0.38
Statistics,Survey Methodology,Deploy contact and follow-up strategies to maximize response rates and minimize nonresponse bias.,100,62,0.62
Statistics,Survey Methodology,Design mixed-mode survey instruments that maintain measurement equivalence across administration methods.,100,18,0.18
Statistics,Survey Methodology,Develop cognitive interview protocols to evaluate how respondents interpret and answer survey questions.,100,4,0.04
Statistics,Survey Methodology,Develop informed consent procedures appropriate for different survey modes and respondent populations.,100,22,0.22
Statistics,Survey Methodology,Develop skip patterns and branching logic to route respondents through complex survey instruments.,100,12,0.12
Statistics,Survey Methodology,Estimate and adjust for nonresponse bias using auxiliary data and propensity score methods.,100,15,0.15
Statistics,Survey Methodology,"Evaluate whether survey findings generalize across different modes of data collection such as web, telephone, or face-to-face.",100,21,0.21
Statistics,Survey Methodology,"Frame research questions around total survey error components including coverage, sampling, nonresponse, and measurement error.",100,29,0.29
Statistics,Survey Methodology,Implement probability-based sampling designs to achieve representative coverage of target populations.,100,41,0.41
Statistics,Survey Methodology,Impute missing survey data using appropriate methods to reduce bias from item nonresponse.,100,4,0.04
Statistics,Survey Methodology,"Negotiate access to sampling frames with organizations, government agencies, or commercial vendors.",100,36,0.36
Statistics,Survey Methodology,Pretest survey instruments through cognitive interviewing to identify comprehension and response problems.,100,5,0.05
Statistics,Survey Methodology,Process paradata and response timing data to identify problematic response patterns and satisficing behavior.,100,10,0.1
Environmental Science,Sustainability Science,"Acquire satellite imagery and geospatial data to assess land use change, deforestation, and urban expansion.",100,5,0.05
Environmental Science,Sustainability Science,Apply quality control procedures to remove outliers and correct for sensor drift in continuous monitoring data.,100,2,0.02
Environmental Science,Sustainability Science,Calculate carbon footprints and greenhouse gas emissions using life cycle assessment frameworks.,100,5,0.05
Environmental Science,Sustainability Science,"Collect water, soil, and air samples to quantify pollutant concentrations and nutrient cycling rates.",100,0,0.0
Environmental Science,Sustainability Science,"Conduct ecological field surveys to document species abundance, habitat conditions, and ecosystem health.",100,6,0.06
Environmental Science,Sustainability Science,"Deploy sensor networks to monitor environmental variables such as temperature, humidity, and carbon flux.",100,0,0.0
Environmental Science,Sustainability Science,Derive projections of resource availability and environmental carrying capacity from ecosystem models and sustainability indicators.,100,3,0.03
Environmental Science,Sustainability Science,"Design field sampling protocols to assess biodiversity, soil health, or water quality across heterogeneous landscapes.",100,11,0.11
Environmental Science,Sustainability Science,Establish experimental plots with controlled treatments to evaluate sustainable agricultural or forestry practices.,100,0,0.0
Environmental Science,Sustainability Science,Estimate future land use change impacts on ecosystem services using scenario-based modeling approaches.,100,2,0.02
Environmental Science,Sustainability Science,"Execute spatial simulations to project habitat fragmentation, species distribution shifts, or urban growth patterns.",100,2,0.02
Environmental Science,Sustainability Science,Fit statistical models to environmental time series data to detect trends in ecosystem degradation or recovery.,100,4,0.04
Environmental Science,Sustainability Science,Model nutrient and pollutant flows through watersheds and agricultural systems to evaluate management interventions.,100,2,0.02
Environmental Science,Sustainability Science,Parameterize coupled human-environment system models using empirical data on resource use and ecological responses.,100,14,0.14
Environmental Science,Sustainability Science,Process and standardize environmental datasets from multiple sources to ensure comparability across spatial and temporal scales.,100,32,0.32
Environmental Science,Sustainability Science,"Quantify uncertainty in sustainability indicators arising from data gaps, measurement variability, and model assumptions.",100,14,0.14
Environmental Science,Sustainability Science,"Run integrated assessment models to simulate interactions between climate, land use, and socioeconomic systems.",100,2,0.02
Environmental Science,Sustainability Science,Validate remote sensing data against ground-truth measurements for land cover and vegetation assessments.,100,0,0.0
Languages & Linguistics,Syntax & Grammar,Account for individual differences in language background when interpreting grammaticality judgment results.,100,4,0.04
Languages & Linguistics,Syntax & Grammar,Apply syntactic theories such as generative grammar or construction grammar to formulate hypotheses about sentence structure.,100,82,0.82
Languages & Linguistics,Syntax & Grammar,Assess the extent to which experimental findings on grammatical judgments replicate across speaker populations.,100,1,0.01
Languages & Linguistics,Syntax & Grammar,"Code linguistic data for grammatical features such as word order, agreement, and argument structure.",100,50,0.5
Languages & Linguistics,Syntax & Grammar,Collaborate with language communities to recruit speakers of understudied languages or dialects.,100,16,0.16
Languages & Linguistics,Syntax & Grammar,Collect grammaticality judgment data from native speakers through controlled experiments.,100,16,0.16
Languages & Linguistics,Syntax & Grammar,Construct sentence completion or forced-choice tasks to elicit syntactic preferences from participants.,100,2,0.02
Languages & Linguistics,Syntax & Grammar,Control for lexical and semantic confounds when analyzing syntactic processing data.,100,2,0.02
Languages & Linguistics,Syntax & Grammar,Design acceptability judgment tasks to measure native speaker intuitions about grammatical structures.,100,11,0.11
Languages & Linguistics,Syntax & Grammar,Design structured interview tasks to investigate grammatical variation across speaker groups.,100,2,0.02
Languages & Linguistics,Syntax & Grammar,Develop elicitation protocols to gather naturalistic speech samples for syntactic analysis.,100,12,0.12
Languages & Linguistics,Syntax & Grammar,Evaluate whether syntactic patterns observed in one language or dialect generalize to typologically diverse languages.,100,41,0.41
Languages & Linguistics,Syntax & Grammar,Integrate semantic frameworks with syntactic analysis to investigate form-meaning correspondences.,100,60,0.6
Languages & Linguistics,Syntax & Grammar,Obtain ethical approval for collecting linguistic data from speakers of minority or endangered languages.,100,0,0.0
Languages & Linguistics,Syntax & Grammar,Parse and annotate sentence structures according to syntactic categories and phrase boundaries.,100,51,0.51
Languages & Linguistics,Syntax & Grammar,Transcribe and annotate spoken language data for syntactic structure and grammatical features.,100,20,0.2
Computer Science,Systems & Networking,"Calculate theoretical bounds on network capacity, energy consumption, or spectral efficiency for proposed system designs.",100,13,0.13
Computer Science,Systems & Networking,"Calibrate network measurement tools and characterize timing accuracy, packet capture loss, and instrumentation overhead.",100,0,0.0
Computer Science,Systems & Networking,Compare measured system performance against analytical predictions to validate theoretical models.,100,12,0.12
Computer Science,Systems & Networking,"Derive analytical models for network throughput, latency, and packet loss based on queuing theory and protocol specifications.",100,12,0.12
Computer Science,Systems & Networking,"Design controlled network testbed experiments with specified topologies, traffic patterns, and workload configurations.",100,19,0.19
Computer Science,Systems & Networking,Execute emulation-based experiments that combine real protocol implementations with simulated network conditions.,100,1,0.01
Computer Science,Systems & Networking,Filter and preprocess network trace data to remove measurement artifacts and synchronize timestamps across distributed collection points.,100,3,0.03
Computer Science,Systems & Networking,Fit statistical models to empirical network traffic patterns and validate against theoretical distributions.,100,3,0.03
Computer Science,Systems & Networking,"Normalize collected performance data to account for background traffic, environmental interference, and hardware variations.",100,0,0.0
Computer Science,Systems & Networking,Quantify confidence intervals for network performance measurements and propagate uncertainty through derived metrics.,100,2,0.02
Computer Science,Systems & Networking,Run discrete-event network simulations to evaluate protocol behavior under varied traffic loads and network topologies.,100,30,0.3
Computer Science,Systems & Networking,Simulate wireless channel propagation and interference effects to evaluate communication system performance.,100,7,0.07
Neuroscience,Systems Neuroscience,"Acquire functional or structural brain imaging data using MRI, fMRI, PET, or CT protocols optimized for neural systems of interest.",100,9,0.09
Neuroscience,Systems Neuroscience,"Administer standardized assessments of sensory perception, vestibular function, or autonomic regulation.",100,9,0.09
Neuroscience,Systems Neuroscience,Analyze longitudinal changes in neural function or sensory performance following intervention or disease progression.,100,26,0.26
Neuroscience,Systems Neuroscience,Apply statistical methods to isolate treatment effects on neural activity from baseline physiological variability.,100,75,0.75
Neuroscience,Systems Neuroscience,Coordinate with neurology or otolaryngology clinics for patient recruitment and access to clinical neurophysiology data.,100,3,0.03
Neuroscience,Systems Neuroscience,"Design experiments with appropriate sensory stimuli, behavioral paradigms, and neural recording protocols to test circuit-level hypotheses.",100,73,0.73
Neuroscience,Systems Neuroscience,Develop theoretical models linking neural activity patterns to behavioral or physiological outcomes.,100,45,0.45
Neuroscience,Systems Neuroscience,Establish control conditions that isolate specific neural pathways or sensory modalities from confounding variables.,100,72,0.72
Neuroscience,Systems Neuroscience,"Formulate hypotheses about neural circuit mechanisms underlying sensory processing, motor control, or homeostatic regulation.",100,84,0.84
Neuroscience,Systems Neuroscience,"Harmonize neural signal data across different recording systems, electrode configurations, or imaging protocols.",100,4,0.04
Neuroscience,Systems Neuroscience,Implement data security protocols for neuroimaging datasets containing identifiable brain structure information.,100,0,0.0
Neuroscience,Systems Neuroscience,"Obtain IACUC approval for animal studies involving neural recordings, lesions, or optogenetic manipulations.",100,59,0.59
Neuroscience,Systems Neuroscience,Prepare IRB protocols for human neuroimaging or electrophysiology studies with detailed risk-benefit assessments.,100,21,0.21
Neuroscience,Systems Neuroscience,"Record electrophysiological signals from human participants using EEG, MEG, or intracranial electrodes.",100,10,0.1
Neuroscience,Systems Neuroscience,"Screen and recruit participants based on neurological health status, sensory function, or sleep-wake patterns.",100,19,0.19
Neuroscience,Systems Neuroscience,Standardize sensory stimulus parameters and behavioral task variables across experimental sessions or sites.,100,63,0.63
Biology,Taxonomy & Systematics,Align molecular sequences and select appropriate substitution models for phylogenetic analysis.,100,22,0.22
Biology,Taxonomy & Systematics,Apply species delimitation methods to assess taxonomic boundaries using molecular or morphological data.,100,52,0.52
Biology,Taxonomy & Systematics,Capture diagnostic images of specimens using macro photography or microscopy for taxonomic documentation.,100,61,0.61
Biology,Taxonomy & Systematics,Code morphological characters into data matrices for cladistic or phenetic analysis.,100,12,0.12
Biology,Taxonomy & Systematics,Collect and preserve biological specimens using field techniques appropriate to the target taxonomic group.,100,67,0.67
Biology,Taxonomy & Systematics,Design sampling strategies to capture taxonomic diversity across geographic ranges and habitat types.,100,54,0.54
Biology,Taxonomy & Systematics,Develop hypotheses about biogeographic patterns and historical dispersal events shaping current species distributions.,100,17,0.17
Biology,Taxonomy & Systematics,Document morphological character observations and measurements during specimen examination.,100,85,0.85
Biology,Taxonomy & Systematics,Evaluate statistical support for phylogenetic tree topologies using bootstrap or Bayesian posterior probabilities.,100,23,0.23
Biology,Taxonomy & Systematics,Formulate hypotheses about phylogenetic relationships among taxa based on morphological or molecular evidence.,100,33,0.33
Biology,Taxonomy & Systematics,Generate DNA barcode sequences for species identification and delimitation purposes.,100,10,0.1
Biology,Taxonomy & Systematics,Generate scanning electron microscopy images to document fine morphological structures for species descriptions.,100,16,0.16
Biology,Taxonomy & Systematics,Obtain tissue samples from specimens for molecular analysis while maintaining voucher integrity.,100,23,0.23
Biology,Taxonomy & Systematics,Propose hypotheses regarding species boundaries and cryptic diversity within taxonomic groups.,100,54,0.54
Biology,Taxonomy & Systematics,Select appropriate molecular markers and gene regions for phylogenetic analysis at target taxonomic levels.,100,21,0.21
Engineering,Telecommunications Engineering,Calculate channel capacity and spectral efficiency from information-theoretic principles for communication system design.,99,31,0.313131
Engineering,Telecommunications Engineering,Capture channel state information and propagation characteristics using channel sounders in indoor and outdoor environments.,99,4,0.040404
Engineering,Telecommunications Engineering,Collect wireless channel measurements from field deployments to characterize real-world propagation conditions.,99,6,0.060606
Engineering,Telecommunications Engineering,Configure testbed networks with controlled traffic patterns and channel conditions to evaluate protocol performance.,99,7,0.070707
Engineering,Telecommunications Engineering,Derive link budget calculations from propagation models to predict signal coverage and system performance.,99,9,0.090909
Engineering,Telecommunications Engineering,Design controlled RF measurement environments using anechoic chambers or shielded enclosures to isolate electromagnetic interference.,99,6,0.060606
Engineering,Telecommunications Engineering,Filter multipath interference and noise from channel measurement data to extract propagation parameters.,99,3,0.030303
Engineering,Telecommunications Engineering,Fit statistical channel models to measured propagation data for path loss and fading characterization.,99,3,0.030303
Engineering,Telecommunications Engineering,Gather positioning accuracy data from GNSS receivers and localization systems in diverse operational environments.,99,0,0.0
Engineering,Telecommunications Engineering,Model MIMO channel behavior and beamforming algorithms through numerical simulation.,99,18,0.181818
Engineering,Telecommunications Engineering,Model electromagnetic wave propagation characteristics using Maxwell's equations for antenna and transmission line analysis.,99,21,0.212121
Engineering,Telecommunications Engineering,Optimize antenna design parameters by fitting electromagnetic simulation results to measured radiation patterns.,99,4,0.040404
Engineering,Telecommunications Engineering,Propagate timing and synchronization errors through positioning accuracy calculations.,99,0,0.0
Engineering,Telecommunications Engineering,"Quantify measurement uncertainty in antenna gain, path loss, and signal quality metrics.",99,7,0.070707
Engineering,Telecommunications Engineering,"Run electromagnetic simulations to analyze antenna characteristics, wave propagation, and interference patterns.",99,25,0.252525
Engineering,Telecommunications Engineering,"Simulate optical transmission systems to evaluate signal degradation, dispersion, and amplifier performance.",99,0,0.0
Engineering,Telecommunications Engineering,"Simulate wireless network performance including throughput, latency, and packet delivery under varying channel conditions.",99,19,0.191919
Arts,Theater & Performance Studies,"Access archival collections of playscripts, production records, promptbooks, and theatrical ephemera for historical research.",100,31,0.31
Arts,Theater & Performance Studies,Analyze interview transcripts with theater practitioners to identify themes related to artistic process and creative decision-making.,100,17,0.17
Arts,Theater & Performance Studies,"Apply performance theory frameworks such as phenomenology, semiotics, or embodiment studies when analyzing theatrical events and practices.",100,55,0.55
Arts,Theater & Performance Studies,"Assess whether interpretations of performance practices apply across different theatrical traditions, historical periods, or cultural settings.",100,46,0.46
Arts,Theater & Performance Studies,"Code observational data from rehearsals and performances to identify recurring patterns in staging, movement, or directorial choices.",100,6,0.06
Arts,Theater & Performance Studies,"Compile and analyze published reviews, program notes, and critical reception materials from theater productions.",100,34,0.34
Arts,Theater & Performance Studies,"Conduct ethnographic observations of rehearsals, performances, and backstage processes to document theatrical production.",100,23,0.23
Arts,Theater & Performance Studies,"Design interview protocols to document the creative processes, rehearsal methods, and artistic choices of theater practitioners.",100,17,0.17
Arts,Theater & Performance Studies,Develop post-performance discussion guides to gather audience responses and interpretive experiences.,100,8,0.08
Arts,Theater & Performance Studies,"Gather oral histories from theater artists, technicians, and audience members to preserve performance knowledge.",100,9,0.09
Arts,Theater & Performance Studies,"Negotiate access to theater companies, festivals, or educational drama programs for fieldwork and participant recruitment.",100,16,0.16
Arts,Theater & Performance Studies,"Record and document live performances using video, audio, or notation systems for subsequent analysis.",100,5,0.05
Arts,Theater & Performance Studies,"Situate research questions within historiographical debates about theater movements, genres, or cultural contexts.",100,85,0.85
Religion,Theology & Ethics,"Access and analyze historical religious texts, denominational records, or ecclesiastical archives as secondary sources.",200,91,0.455
Religion,Theology & Ethics,Account for denominational or theological diversity when analyzing patterns in religious attitudes or ethical positions.,200,36,0.18
Religion,Theology & Ethics,"Assess whether theological or ethical claims apply across different religious traditions, denominations, or cultural contexts.",200,54,0.27
Religion,Theology & Ethics,"Code qualitative data for theological themes, ethical concepts, or patterns of religious meaning-making.",200,18,0.09
Religion,Theology & Ethics,"Conduct interviews or focus groups with clergy, religious practitioners, or members of faith communities to gather primary data on religious life.",200,11,0.055
Religion,Theology & Ethics,"Coordinate with religious institutions, congregations, or faith-based organizations to recruit participants or access community settings.",200,8,0.04
Religion,Theology & Ethics,"Design survey instruments to measure religious beliefs, spiritual practices, or moral attitudes within faith communities.",200,4,0.02
Religion,Theology & Ethics,"Develop interview protocols to explore lived religious experiences, moral decision-making processes, or theological understanding among participants.",200,9,0.045
Religion,Theology & Ethics,"Engage with theological doctrines, ethical frameworks, or religious traditions when framing research questions about moral reasoning or religious practice.",200,200,1.0
Religion,Theology & Ethics,"Navigate ethical considerations specific to researching religious communities, including respect for sacred practices and doctrinal sensitivities.",200,2,0.01
Materials Science,Thin Films & Coatings,Analyze coating composition and chemical bonding states using X-ray photoelectron spectroscopy or energy-dispersive spectroscopy.,100,50,0.5
Materials Science,Thin Films & Coatings,"Assess film adhesion strength through pull-off, scratch, or tape peel testing methods.",100,6,0.06
Materials Science,Thin Films & Coatings,"Calculate expected film thickness, refractive index, or bandgap from deposition parameters using thin film growth models.",100,2,0.02
Materials Science,Thin Films & Coatings,"Characterize profilometer, ellipsometer, or interferometer accuracy for surface roughness and thickness measurements.",100,0,0.0
Materials Science,Thin Films & Coatings,Characterize surface morphology and roughness using atomic force microscopy or profilometry.,100,48,0.48
Materials Science,Thin Films & Coatings,"Deposit thin films using physical vapor deposition, chemical vapor deposition, or solution-based coating methods.",100,91,0.91
Materials Science,Thin Films & Coatings,"Design deposition experiments with controlled substrate temperature, chamber pressure, and gas flow rates.",100,60,0.6
Materials Science,Thin Films & Coatings,Determine film growth kinetics by fitting deposition rate models to thickness versus time data.,100,10,0.1
Materials Science,Thin Films & Coatings,Evaluate film crystallinity and phase structure using X-ray diffraction techniques.,100,60,0.6
Materials Science,Thin Films & Coatings,Fit optical dispersion models to ellipsometric or spectrophotometric data to extract film properties.,100,18,0.18
Materials Science,Thin Films & Coatings,"Maintain vacuum deposition systems including pump servicing, chamber cleaning, and seal replacement.",100,0,0.0
